animal_id_outcome,outcome_type
A706813,Transfer
A706814,Euthanasia
A706815,Adoption
A706816,Adoption
A706818,Euthanasia
A706821,Died
A706822,Transfer
A706825,Transfer
A706827,Adoption
A706828,Adoption
A706829,Relocate
A706830,Died
A706831,Relocate
A706832,Euthanasia
A706833,Died
A706834,Rto-Adopt
A706836,Relocate
A706837,Transfer
A706838,Adoption
A706839,Missing
A706841,Adoption
A706842,Adoption
A706843,Return to Owner
A706844,Adoption
A706845,Adoption
A706846,Adoption
A706847,Adoption
A706848,Missing
A706849,Died
A706850,Euthanasia
A706854,Adoption
A706855,Relocate
A706857,Return to Owner
A706859,Euthanasia
A706860,Adoption
A706861,Transfer
A706863,Adoption
A706864,Adoption
A706866,Euthanasia
A706868,Transfer
A706869,Missing
A706870,Adoption
A706871,Transfer
A706872,Return to Owner
A706873,Euthanasia
A706874,Adoption
A706874,Return to Owner
A706875,Missing
A706875,Adoption
A706876,Transfer
A706877,Adoption
A706878,Return to Owner
A706879,Missing
A706880,Died
A706880,Relocate
A706882,Transfer
A706883,Return to Owner
A706884,Adoption
A706885,Missing
A706886,Adoption
A706888,Adoption
A706889,Adoption
A706890,Return to Owner
A706891,Died
A706892,Adoption
A706892,Return to Owner
A706893,Died
A706894,Adoption
A706895,Return to Owner
A706896,Transfer
A706897,Adoption
A706898,Return to Owner
A706901,Transfer
A706903,Adoption
A706904,Return to Owner
A706906,Adoption
A706910,Adoption
A706911,Adoption
A706912,Transfer
A706914,Died
A706915,Died
A706916,Return to Owner
A706917,Return to Owner
A706918,Return to Owner
A706919,Return to Owner
A706921,Return to Owner
A706922,Return to Owner
A706923,Adoption
A706924,Adoption
A706925,Adoption
A706926,Adoption
A706927,Transfer
A706928,Died
A706928,Transfer
A706929,Transfer
A706932,Return to Owner
A706933,Transfer
A706934,Transfer
A706935,Adoption
A706936,Adoption
A706937,Missing
A706938,Euthanasia
A706939,Transfer
A706940,Adoption
A706942,Transfer
A706944,Adoption
A706944,Transfer
A706947,Return to Owner
A706951,Missing
A706952,Adoption
A706953,Euthanasia
A706954,Euthanasia
A706955,Euthanasia
A706956,Return to Owner
A706957,Euthanasia
A706958,Euthanasia
A706960,Died
A706961,Euthanasia
A706963,Euthanasia
A706965,Transfer
A706966,Return to Owner
A706967,Adoption
A706968,Adoption
A706969,Adoption
A706970,Euthanasia
A706973,Return to Owner
A706974,Died
A706977,Transfer
A706978,Transfer
A706979,Return to Owner
A706980,Transfer
A706981,Transfer
A706982,Transfer
A706983,Transfer
A706984,Transfer
A706985,Rto-Adopt
A706986,Missing
A706987,Relocate
A706988,Euthanasia
A706990,Died
A706991,Return to Owner
A706992,Return to Owner
A706993,Relocate
A706994,Transfer
A706995,Adoption
A706996,Transfer
A706997,Return to Owner
A706999,Return to Owner
A707000,Relocate
A707001,Return to Owner
A707003,Adoption
A707004,Adoption
A707005,Missing
A707006,Return to Owner
A707009,Transfer
A707010,Return to Owner
A707011,Return to Owner
A707012,Missing
A707013,Return to Owner
A707015,Adoption
A707016,Missing
A707017,Return to Owner
A707019,Adoption
A707020,Return to Owner
A707021,Transfer
A707026,Euthanasia
A707027,Euthanasia
A707028,Transfer
A707029,Adoption
A707030,Adoption
A707031,Adoption
A707033,Relocate
A707037,Euthanasia
A707039,Return to Owner
A707040,Adoption
A707041,Died
A707043,Relocate
A707044,Return to Owner
A707045,Died
A707046,Euthanasia
A707046,Return to Owner
A707046,Missing
A707047,Adoption
A707048,Adoption
A707049,Rto-Adopt
A707050,Adoption
A707051,Transfer
A707052,Adoption
A707056,Missing
A707057,Adoption
A707058,Missing
A707060,Euthanasia
A707061,Transfer
A707062,Adoption
A707063,Return to Owner
A707067,Transfer
A707069,Adoption
A707070,Return to Owner
A707071,Relocate
A707073,Relocate
A707074,Transfer
A707083,Rto-Adopt
A707084,Transfer
A707085,Transfer
A707087,Transfer
A707088,Transfer
A707089,Transfer
A707090,Transfer
A707092,Adoption
A707093,Return to Owner
A707093,Return to Owner
A707093,Return to Owner
A707093,Rto-Adopt
A707094,Relocate
A707097,Euthanasia
A707099,Rto-Adopt
A707105,Died
A707106,Transfer
A707107,Adoption
A707108,Relocate
A707110,Euthanasia
A707111,Euthanasia
A707113,Adoption
A707114,Adoption
A707114,Return to Owner
A707114,Return to Owner
A707114,Return to Owner
A707114,Return to Owner
A707116,Transfer
A707116,Adoption
A707116,Adoption
A707119,Relocate
A707119,Adoption
A707119,Missing
A707120,Relocate
A707120,Adoption
A707121,Rto-Adopt
A707122,Transfer
A707123,Return to Owner
A707123,Return to Owner
A707124,Transfer
A707126,Return to Owner
A707128,Died
A707129,Transfer
A707129,Return to Owner
A707131,Transfer
A707132,Adoption
A707133,Rto-Adopt
A707134,Transfer
A707135,Relocate
A707136,Transfer
A707137,Adoption
A707137,Adoption
A707138,Relocate
A707139,Rto-Adopt
A707140,Missing
A707141,Transfer
A707142,Transfer
A707143,Missing
A707144,Transfer
A707145,Transfer
A707146,Return to Owner
A707148,Euthanasia
A707152,Relocate
A707158,Adoption
A707159,Euthanasia
A707160,Relocate
A707161,Rto-Adopt
A707162,Adoption
A707163,Adoption
A707164,Adoption
A707167,Adoption
A707169,Transfer
A707172,Relocate
A707174,Transfer
A707175,Transfer
A707176,Adoption
A707177,Rto-Adopt
A707178,Transfer
A707180,Relocate
A707181,Rto-Adopt
A707181,Rto-Adopt
A707182,Adoption
A707183,Adoption
A707184,Transfer
A707185,Adoption
A707186,Adoption
A707187,Adoption
A707188,Adoption
A707191,Adoption
A707192,Missing
A707193,Missing
A707194,Adoption
A707195,Adoption
A707196,Relocate
A707198,Adoption
A707199,Adoption
A707201,Return to Owner
A707202,Transfer
A707203,Transfer
A707205,Transfer
A707206,Transfer
A707207,Transfer
A707208,Return to Owner
A707209,Return to Owner
A707216,Missing
A707217,Transfer
A707218,Transfer
A707219,Transfer
A707221,Transfer
A707222,Euthanasia
A707223,Died
A707227,Adoption
A707229,Rto-Adopt
A707230,Missing
A707231,Adoption
A707232,Return to Owner
A707233,Return to Owner
A707234,Adoption
A707237,Transfer
A707238,Transfer
A707239,Transfer
A707240,Transfer
A707241,Transfer
A707245,Relocate
A707247,Missing
A707248,Transfer
A707249,Transfer
A707249,Adoption
A707250,Relocate
A707251,Transfer
A707252,Return to Owner
A707253,Transfer
A707253,Return to Owner
A707255,Euthanasia
A707256,Adoption
A707258,Adoption
A707259,Relocate
A707260,Adoption
A707264,Relocate
A707265,Return to Owner
A707268,Adoption
A707269,Euthanasia
A707270,Adoption
A707272,Return to Owner
A707273,Return to Owner
A707282,Adoption
A707283,Return to Owner
A707284,Died
A707285,Adoption
A707286,Transfer
A707287,Transfer
A707288,Return to Owner
A707290,Relocate
A707292,Adoption
A707293,Adoption
A707294,Adoption
A707295,Adoption
A707296,Adoption
A707297,Adoption
A707299,Adoption
A707299,Relocate
A707301,Adoption
A707302,Transfer
A707303,Adoption
A707305,Adoption
A707306,Return to Owner
A707308,Transfer
A707310,Transfer
A707310,Died
A707314,Relocate
A707316,Adoption
A707317,Adoption
A707317,Adoption
A707321,Relocate
A707322,Relocate
A707323,Missing
A707324,Adoption
A707325,Died
A707326,Missing
A707327,Transfer
A707328,Transfer
A707329,Transfer
A707333,Transfer
A707334,Adoption
A707334,Adoption
A707335,Return to Owner
A707337,Missing
A707338,Adoption
A707339,Adoption
A707339,Adoption
A707340,Adoption
A707341,Transfer
A707342,Adoption
A707343,Adoption
A707344,Adoption
A707345,Transfer
A707346,Adoption
A707347,Adoption
A707348,Adoption
A707349,Adoption
A707350,Transfer
A707351,Adoption
A707352,Missing
A707353,Died
A707354,Return to Owner
A707355,Transfer
A707356,Transfer
A707357,Transfer
A707358,Transfer
A707361,Adoption
A707362,Adoption
A707363,Adoption
A707364,Adoption
A707365,Adoption
A707366,Adoption
A707367,Adoption
A707368,Adoption
A707369,Missing
A707372,Died
A707375,Adoption
A707376,Return to Owner
A707377,Return to Owner
A707381,Adoption
A707382,Adoption
A707383,Transfer
A707384,Return to Owner
A707384,Adoption
A707384,Adoption
A707386,Died
A707387,Transfer
A707388,Died
A707389,Transfer
A707390,Adoption
A707393,Adoption
A707394,Missing
A707396,Return to Owner
A707397,Relocate
A707398,Return to Owner
A707399,Adoption
A707399,Return to Owner
A707400,Return to Owner
A707401,Euthanasia
A707402,Adoption
A707403,Rto-Adopt
A707404,Missing
A707405,Return to Owner
A707405,Return to Owner
A707406,Transfer
A707408,Adoption
A707409,Adoption
A707409,Adoption
A707409,Return to Owner
A707410,Rto-Adopt
A707411,Rto-Adopt
A707412,Euthanasia
A707413,Relocate
A707414,Relocate
A707415,Return to Owner
A707420,Died
A707422,Euthanasia
A707423,Adoption
A707424,Adoption
A707427,Transfer
A707429,Euthanasia
A707430,Rto-Adopt
A707431,Return to Owner
A707432,Return to Owner
A707434,Adoption
A707434,Return to Owner
A707435,Transfer
A707435,Relocate
A707436,Adoption
A707437,Adoption
A707438,Transfer
A707438,Adoption
A707439,Relocate
A707440,Return to Owner
A707440,Return to Owner
A707441,Died
A707442,Adoption
A707443,Transfer
A707444,Transfer
A707445,Transfer
A707446,Transfer
A707447,Transfer
A707448,Adoption
A707449,Adoption
A707451,Died
A707452,Transfer
A707453,Adoption
A707454,Rto-Adopt
A707455,Euthanasia
A707456,Adoption
A707457,Adoption
A707458,Adoption
A707460,Adoption
A707461,Return to Owner
A707461,Adoption
A707462,Adoption
A707462,Adoption
A707462,Return to Owner
A707462,Adoption
A707464,Relocate
A707478,Died
A707479,Transfer
A707480,Return to Owner
A707480,Return to Owner
A707482,Died
A707486,Adoption
A707487,Adoption
A707488,Died
A707489,Rto-Adopt
A707490,Adoption
A707491,Adoption
A707492,Transfer
A707494,Return to Owner
A707495,Relocate
A707496,Transfer
A707497,Relocate
A707498,Euthanasia
A707499,Adoption
A707500,Return to Owner
A707502,Transfer
A707503,Rto-Adopt
A707504,Transfer
A707505,Relocate
A707506,Transfer
A707507,Euthanasia
A707508,Return to Owner
A707509,Missing
A707509,Adoption
A707510,Adoption
A707511,Adoption
A707512,Adoption
A707514,Adoption
A707515,Return to Owner
A707516,Transfer
A707517,Return to Owner
A707517,Adoption
A707518,Euthanasia
A707521,Return to Owner
A707523,Transfer
A707525,Euthanasia
A707529,Adoption
A707530,Transfer
A707531,Transfer
A707532,Transfer
A707537,Adoption
A707542,Died
A707544,Transfer
A707545,Rto-Adopt
A707546,Missing
A707547,Missing
A707551,Euthanasia
A707553,Relocate
A707554,Rto-Adopt
A707554,Adoption
A707556,Return to Owner
A707557,Transfer
A707559,Return to Owner
A707560,Transfer
A707562,Transfer
A707564,Euthanasia
A707567,Died
A707568,Return to Owner
A707569,Return to Owner
A707570,Euthanasia
A707571,Transfer
A707572,Return to Owner
A707573,Return to Owner
A707574,Transfer
A707575,Euthanasia
A707579,Missing
A707579,Adoption
A707579,Return to Owner
A707579,Return to Owner
A707579,Return to Owner
A707583,Transfer
A707584,Transfer
A707585,Transfer
A707586,Transfer
A707587,Transfer
A707588,Transfer
A707589,Rto-Adopt
A707597,Died
A707600,Transfer
A707600,Transfer
A707601,Rto-Adopt
A707601,Adoption
A707603,Adoption
A707604,Adoption
A707607,Return to Owner
A707609,Transfer
A707610,Adoption
A707610,Adoption
A707611,Adoption
A707612,Adoption
A707614,Return to Owner
A707616,Transfer
A707617,Died
A707618,Adoption
A707619,Return to Owner
A707620,Transfer
A707621,Died
A707622,Transfer
A707623,Rto-Adopt
A707624,Transfer
A707625,Missing
A707626,Adoption
A707627,Adoption
A707629,Adoption
A707629,Rto-Adopt
A707630,Adoption
A707631,Relocate
A707632,Transfer
A707633,Transfer
A707635,Missing
A707636,Transfer
A707637,Died
A707638,Return to Owner
A707639,Adoption
A707640,Return to Owner
A707641,Transfer
A707642,Adoption
A707643,Adoption
A707644,Adoption
A707645,Return to Owner
A707646,Transfer
A707647,Transfer
A707649,Euthanasia
A707650,Transfer
A707651,Adoption
A707653,Adoption
A707655,Died
A707656,Adoption
A707657,Adoption
A707658,Adoption
A707659,Adoption
A707660,Adoption
A707661,Euthanasia
A707663,Return to Owner
A707666,Adoption
A707667,Rto-Adopt
A707668,Adoption
A707669,Adoption
A707670,Missing
A707673,Transfer
A707674,Adoption
A707676,Rto-Adopt
A707677,Died
A707679,Transfer
A707680,Transfer
A707681,Adoption
A707682,Adoption
A707683,Adoption
A707684,Missing
A707685,Adoption
A707686,Rto-Adopt
A707687,Relocate
A707688,Relocate
A707689,Transfer
A707690,Transfer
A707691,Transfer
A707692,Transfer
A707693,Died
A707694,Transfer
A707695,Transfer
A707696,Euthanasia
A707697,Died
A707698,Transfer
A707700,Adoption
A707701,Return to Owner
A707702,Adoption
A707703,Return to Owner
A707704,Transfer
A707705,Return to Owner
A707705,Return to Owner
A707707,Return to Owner
A707708,Transfer
A707708,Return to Owner
A707709,Relocate
A707710,Adoption
A707711,Adoption
A707712,Adoption
A707713,Relocate
A707714,Euthanasia
A707715,Transfer
A707716,Relocate
A707717,Euthanasia
A707719,Died
A707720,Euthanasia
A707723,Died
A707725,Adoption
A707726,Died
A707727,Transfer
A707728,Transfer
A707729,Transfer
A707730,Adoption
A707734,Disposal
A707735,Died
A707736,Died
A707737,Transfer
A707738,Transfer
A707739,Died
A707739,Missing
A707743,Transfer
A707744,Transfer
A707745,Missing
A707746,Missing
A707747,Euthanasia
A707748,Adoption
A707750,Adoption
A707751,Return to Owner
A707752,Adoption
A707754,Adoption
A707755,Adoption
A707757,Adoption
A707758,Adoption
A707759,Transfer
A707760,Euthanasia
A707761,Return to Owner
A707762,Transfer
A707763,Adoption
A707764,Adoption
A707765,Rto-Adopt
A707766,Adoption
A707767,Rto-Adopt
A707768,Adoption
A707769,Rto-Adopt
A707770,Adoption
A707770,Died
A707771,Missing
A707771,Adoption
A707772,Return to Owner
A707773,Transfer
A707774,Transfer
A707775,Transfer
A707778,Return to Owner
A707779,Adoption
A707779,Return to Owner
A707780,Transfer
A707780,Return to Owner
A707781,Rto-Adopt
A707781,Return to Owner
A707782,Transfer
A707783,Transfer
A707785,Adoption
A707786,Euthanasia
A707788,Adoption
A707789,Adoption
A707790,Rto-Adopt
A707791,Transfer
A707792,Adoption
A707793,Adoption
A707794,Adoption
A707795,Transfer
A707796,Return to Owner
A707797,Transfer
A707798,Transfer
A707799,Return to Owner
A707800,Died
A707801,Adoption
A707802,Adoption
A707803,Rto-Adopt
A707804,Died
A707805,Transfer
A707806,Adoption
A707807,Died
A707808,Adoption
A707809,Transfer
A707810,Relocate
A707811,Transfer
A707812,Transfer
A707813,Transfer
A707815,Return to Owner
A707816,Transfer
A707817,Died
A707818,Transfer
A707819,Transfer
A707820,Rto-Adopt
A707821,Adoption
A707822,Adoption
A707823,Transfer
A707824,Missing
A707825,Adoption
A707825,Adoption
A707826,Rto-Adopt
A707827,Adoption
A707827,Adoption
A707827,Adoption
A707828,Rto-Adopt
A707829,Adoption
A707830,Relocate
A707832,Adoption
A707832,Adoption
A707833,Adoption
A707834,Relocate
A707839,Return to Owner
A707851,Return to Owner
A707852,Adoption
A707853,Transfer
A707855,Transfer
A707856,Return to Owner
A707857,Transfer
A707858,Rto-Adopt
A707859,Return to Owner
A707861,Transfer
A707862,Transfer
A707863,Relocate
A707865,Return to Owner
A707866,Transfer
A707867,Transfer
A707868,Relocate
A707869,Transfer
A707870,Transfer
A707871,Died
A707873,Adoption
A707873,Missing
A707873,Rto-Adopt
A707876,Adoption
A707877,Adoption
A707878,Died
A707879,Euthanasia
A707880,Adoption
A707881,Transfer
A707882,Euthanasia
A707883,Died
A707884,Adoption
A707885,Return to Owner
A707886,Rto-Adopt
A707887,Adoption
A707888,Adoption
A707889,Died
A707890,Adoption
A707892,Return to Owner
A707892,Transfer
A707896,Adoption
A707897,Adoption
A707899,Adoption
A707900,Adoption
A707901,Adoption
A707902,Missing
A707903,Transfer
A707904,Rto-Adopt
A707904,Missing
A707905,Adoption
A707912,Return to Owner
A707913,Died
A707914,Adoption
A707915,Adoption
A707917,Relocate
A707918,Euthanasia
A707919,Adoption
A707920,Missing
A707921,Return to Owner
A707921,Return to Owner
A707922,Missing
A707923,Euthanasia
A707927,Return to Owner
A707927,Adoption
A707927,Return to Owner
A707928,Transfer
A707929,Relocate
A707930,Transfer
A707931,Transfer
A707932,Transfer
A707934,Adoption
A707936,Transfer
A707937,Adoption
A707939,Adoption
A707941,Transfer
A707942,Adoption
A707943,Adoption
A707949,Missing
A707952,Transfer
A707954,Return to Owner
A707957,Adoption
A707958,Transfer
A707959,Transfer
A707960,Transfer
A707961,Transfer
A707962,Transfer
A707963,Return to Owner
A707964,Died
A707966,Died
A707967,Adoption
A707968,Relocate
A707969,Adoption
A707970,Euthanasia
A707971,Transfer
A707972,Transfer
A707974,Transfer
A707975,Died
A707976,Adoption
A707977,Died
A707978,Missing
A707979,Adoption
A707980,Adoption
A707984,Transfer
A707985,Transfer
A707986,Return to Owner
A707986,Return to Owner
A707986,Return to Owner
A707987,Disposal
A707987,Return to Owner
A707989,Return to Owner
A707991,Transfer
A708000,Missing
A708003,Euthanasia
A708004,Euthanasia
A708005,Adoption
A708006,Transfer
A708007,Transfer
A708008,Transfer
A708009,Adoption
A708009,Return to Owner
A708010,Transfer
A708011,Transfer
A708012,Died
A708013,Rto-Adopt
A708014,Transfer
A708023,Adoption
A708024,Return to Owner
A708025,Return to Owner
A708027,Relocate
A708029,Return to Owner
A708030,Adoption
A708031,Return to Owner
A708032,Euthanasia
A708033,Return to Owner
A708034,Adoption
A708035,Adoption
A708037,Died
A708038,Return to Owner
A708040,Adoption
A708042,Euthanasia
A708044,Missing
A708046,Transfer
A708049,Adoption
A708050,Transfer
A708051,Return to Owner
A708052,Return to Owner
A708053,Adoption
A708055,Adoption
A708056,Adoption
A708057,Died
A708058,Transfer
A708059,Transfer
A708060,Transfer
A708061,Transfer
A708062,Transfer
A708063,Relocate
A708064,Adoption
A708065,Relocate
A708067,Transfer
A708068,Transfer
A708069,Transfer
A708070,Transfer
A708071,Transfer
A708072,Rto-Adopt
A708073,Transfer
A708074,Adoption
A708075,Adoption
A708077,Transfer
A708078,Euthanasia
A708080,Relocate
A708081,Died
A708081,Rto-Adopt
A708082,Missing
A708084,Transfer
A708085,Missing
A708086,Transfer
A708087,Adoption
A708088,Adoption
A708089,Euthanasia
A708090,Rto-Adopt
A708091,Adoption
A708092,Euthanasia
A708094,Adoption
A708095,Return to Owner
A708098,Missing
A708104,Return to Owner
A708112,Rto-Adopt
A708113,Died
A708114,Adoption
A708116,Adoption
A708117,Transfer
A708118,Transfer
A708120,Adoption
A708121,Return to Owner
A708122,Missing
A708126,Return to Owner
A708126,Return to Owner
A708130,Transfer
A708131,Died
A708133,Transfer
A708134,Relocate
A708135,Adoption
A708136,Missing
A708139,Return to Owner
A708141,Return to Owner
A708141,Transfer
A708142,Adoption
A708143,Adoption
A708144,Adoption
A708145,Adoption
A708146,Adoption
A708147,Rto-Adopt
A708148,Died
A708152,Rto-Adopt
A708153,Adoption
A708154,Died
A708156,Died
A708158,Transfer
A708159,Transfer
A708161,Transfer
A708163,Euthanasia
A708167,Transfer
A708168,Transfer
A708170,Transfer
A708170,Adoption
A708173,Euthanasia
A708175,Adoption
A708183,Adoption
A708186,Died
A708187,Transfer
A708188,Adoption
A708190,Rto-Adopt
A708191,Adoption
A708192,Transfer
A708193,Adoption
A708195,Transfer
A708196,Died
A708198,Adoption
A708199,Return to Owner
A708200,Died
A708202,Adoption
A708203,Transfer
A708203,Adoption
A708204,Relocate
A708205,Transfer
A708208,Adoption
A708213,Euthanasia
A708214,Adoption
A708217,Transfer
A708219,Euthanasia
A708224,Adoption
A708226,Return to Owner
A708227,Return to Owner
A708230,Adoption
A708230,Adoption
A708230,Adoption
A708232,Transfer
A708234,Adoption
A708235,Adoption
A708243,Rto-Adopt
A708244,Died
A708245,Rto-Adopt
A708247,Relocate
A708248,Adoption
A708253,Euthanasia
A708255,Return to Owner
A708256,Transfer
A708261,Transfer
A708262,Transfer
A708265,Rto-Adopt
A708268,Return to Owner
A708270,Return to Owner
A708271,Transfer
A708273,Adoption
A708274,Return to Owner
A708275,Transfer
A708276,Transfer
A708277,Died
A708278,Missing
A708279,Relocate
A708280,Adoption
A708281,Transfer
A708282,Transfer
A708283,Rto-Adopt
A708284,Transfer
A708285,Rto-Adopt
A708286,Return to Owner
A708287,Return to Owner
A708288,Transfer
A708289,Transfer
A708290,Transfer
A708291,Return to Owner
A708292,Transfer
A708293,Died
A708294,Transfer
A708295,Adoption
A708296,Adoption
A708298,Transfer
A708299,Transfer
A708300,Transfer
A708305,Transfer
A708306,Died
A708307,Transfer
A708308,Died
A708309,Died
A708315,Euthanasia
A708325,Euthanasia
A708326,Adoption
A708327,Adoption
A708328,Transfer
A708329,Missing
A708329,Died
A708331,Adoption
A708332,Euthanasia
A708333,Return to Owner
A708333,Missing
A708335,Adoption
A708336,Rto-Adopt
A708337,Transfer
A708338,Missing
A708339,Transfer
A708340,Transfer
A708341,Euthanasia
A708342,Died
A708343,Adoption
A708344,Relocate
A708345,Missing
A708346,Rto-Adopt
A708348,Transfer
A708349,Transfer
A708350,Missing
A708351,Transfer
A708352,Transfer
A708353,Relocate
A708354,Transfer
A708355,Transfer
A708356,Adoption
A708357,Died
A708358,Adoption
A708359,Adoption
A708359,Adoption
A708359,Return to Owner
A708361,Missing
A708362,Transfer
A708363,Transfer
A708364,Missing
A708364,Transfer
A708365,Return to Owner
A708367,Missing
A708368,Adoption
A708369,Euthanasia
A708370,Return to Owner
A708371,Return to Owner
A708372,Adoption
A708373,Adoption
A708374,Euthanasia
A708375,Adoption
A708376,Adoption
A708377,Adoption
A708378,Relocate
A708379,Missing
A708380,Adoption
A708381,Adoption
A708382,Return to Owner
A708385,Transfer
A708386,Adoption
A708387,Adoption
A708388,Rto-Adopt
A708389,Adoption
A708390,Adoption
A708391,Transfer
A708391,Adoption
A708392,Transfer
A708393,Missing
A708394,Adoption
A708394,Rto-Adopt
A708396,Adoption
A708397,Adoption
A708398,Missing
A708399,Transfer
A708400,Adoption
A708401,Adoption
A708402,Transfer
A708403,Transfer
A708404,Transfer
A708405,Rto-Adopt
A708406,Missing
A708407,Transfer
A708408,Transfer
A708409,Rto-Adopt
A708411,Return to Owner
A708411,Adoption
A708412,Transfer
A708413,Transfer
A708414,Transfer
A708415,Transfer
A708416,Rto-Adopt
A708418,Return to Owner
A708420,Adoption
A708420,Relocate
A708422,Transfer
A708423,Transfer
A708424,Transfer
A708426,Transfer
A708427,Adoption
A708430,Missing
A708431,Transfer
A708432,Rto-Adopt
A708433,Transfer
A708434,Rto-Adopt
A708435,Adoption
A708436,Return to Owner
A708437,Euthanasia
A708440,Adoption
A708441,Adoption
A708442,Rto-Adopt
A708443,Adoption
A708445,Euthanasia
A708448,Relocate
A708449,Euthanasia
A708452,Return to Owner
A708453,Transfer
A708455,Euthanasia
A708456,Euthanasia
A708457,Euthanasia
A708459,Missing
A708460,Transfer
A708461,Euthanasia
A708464,Died
A708468,Adoption
A708469,Adoption
A708470,Rto-Adopt
A708470,Relocate
A708471,Adoption
A708471,Adoption
A708473,Return to Owner
A708474,Return to Owner
A708475,Return to Owner
A708476,Return to Owner
A708477,Adoption
A708483,Euthanasia
A708485,Adoption
A708485,Rto-Adopt
A708486,Died
A708487,Transfer
A708487,Died
A708489,Adoption
A708492,Euthanasia
A708495,Missing
A708496,Relocate
A708497,Euthanasia
A708498,Died
A708499,Adoption
A708504,Transfer
A708504,Adoption
A708505,Transfer
A708508,Died
A708509,Rto-Adopt
A708510,Adoption
A708511,Missing
A708512,Transfer
A708513,Adoption
A708514,Transfer
A708516,Transfer
A708517,Adoption
A708518,Adoption
A708518,Adoption
A708519,Relocate
A708519,Relocate
A708520,Adoption
A708521,Adoption
A708522,Return to Owner
A708523,Transfer
A708524,Transfer
A708525,Transfer
A708527,Relocate
A708528,Transfer
A708529,Missing
A708530,Transfer
A708531,Transfer
A708532,Transfer
A708533,Transfer
A708534,Rto-Adopt
A708535,Transfer
A708536,Adoption
A708538,Transfer
A708539,Transfer
A708541,Relocate
A708542,Transfer
A708544,Transfer
A708544,Relocate
A708546,Euthanasia
A708547,Missing
A708548,Transfer
A708550,Euthanasia
A708551,Return to Owner
A708560,Missing
A708565,Transfer
A708566,Transfer
A708567,Transfer
A708568,Transfer
A708583,Euthanasia
A708584,Return to Owner
A708593,Adoption
A708596,Relocate
A708598,Missing
A708601,Adoption
A708602,Adoption
A708604,Rto-Adopt
A708605,Adoption
A708607,Return to Owner
A708607,Return to Owner
A708608,Relocate
A708610,Adoption
A708611,Adoption
A708613,Adoption
A708614,Adoption
A708615,Adoption
A708616,Transfer
A708617,Relocate
A708619,Rto-Adopt
A708629,Transfer
A708629,Return to Owner
A708629,Died
A708630,Euthanasia
A708630,Died
A708631,Transfer
A708636,Adoption
A708637,Rto-Adopt
A708639,Return to Owner
A708640,Adoption
A708644,Adoption
A708645,Transfer
A708646,Adoption
A708648,Return to Owner
A708657,Return to Owner
A708662,Euthanasia
A708664,Transfer
A708665,Euthanasia
A708666,Return to Owner
A708667,Adoption
A708668,Adoption
A708669,Adoption
A708670,Adoption
A708671,Relocate
A708672,Transfer
A708674,Missing
A708675,Adoption
A708677,Return to Owner
A708682,Relocate
A708683,Transfer
A708684,Transfer
A708685,Adoption
A708688,Adoption
A708689,Euthanasia
A708696,Transfer
A708697,Adoption
A708699,Adoption
A708700,Adoption
A708701,Transfer
A708702,Adoption
A708703,Adoption
A708704,Adoption
A708705,Transfer
A708707,Transfer
A708708,Missing
A708709,Died
A708710,Transfer
A708711,Transfer
A708712,Return to Owner
A708713,Return to Owner
A708715,Euthanasia
A708716,Transfer
A708716,Missing
A708716,Missing
A708717,Transfer
A708718,Adoption
A708719,Missing
A708720,Adoption
A708721,Adoption
A708722,Adoption
A708723,Died
A708724,Missing
A708725,Adoption
A708726,Return to Owner
A708730,Transfer
A708737,Return to Owner
A708737,Transfer
A708737,Adoption
A708737,Died
A708738,Relocate
A708738,Adoption
A708739,Adoption
A708740,Transfer
A708740,Adoption
A708741,Transfer
A708741,Adoption
A708742,Adoption
A708743,Euthanasia
A708747,Return to Owner
A708748,Return to Owner
A708749,Euthanasia
A708753,Euthanasia
A708754,Rto-Adopt
A708755,Missing
A708756,Transfer
A708757,Euthanasia
A708758,Transfer
A708759,Transfer
A708760,Transfer
A708761,Transfer
A708762,Missing
A708763,Died
A708764,Return to Owner
A708765,Adoption
A708765,Return to Owner
A708766,Adoption
A708768,Return to Owner
A708769,Adoption
A708771,Relocate
A708772,Transfer
A708773,Return to Owner
A708774,Euthanasia
A708776,Adoption
A708777,Adoption
A708777,Relocate
A708780,Adoption
A708782,Adoption
A708783,Rto-Adopt
A708784,Adoption
A708785,Return to Owner
A708786,Euthanasia
A708787,Transfer
A708788,Rto-Adopt
A708790,Missing
A708791,Adoption
A708791,Adoption
A708791,Adoption
A708792,Return to Owner
A708795,Disposal
A708796,Euthanasia
A708799,Euthanasia
A708800,Relocate
A708801,Died
A708802,Transfer
A708803,Rto-Adopt
A708804,Transfer
A708805,Died
A708806,Died
A708807,Transfer
A708810,Transfer
A708811,Transfer
A708812,Transfer
A708814,Adoption
A708815,Return to Owner
A708815,Transfer
A708815,Adoption
A708816,Died
A708817,Adoption
A708820,Adoption
A708822,Relocate
A708823,Transfer
A708824,Transfer
A708825,Transfer
A708826,Transfer
A708827,Died
A708828,Rto-Adopt
A708829,Adoption
A708830,Adoption
A708830,Relocate
A708831,Missing
A708831,Adoption
A708832,Relocate
A708833,Return to Owner
A708833,Rto-Adopt
A708834,Died
A708835,Adoption
A708836,Adoption
A708837,Adoption
A708839,Transfer
A708840,Transfer
A708841,Transfer
A708842,Transfer
A708843,Transfer
